name,symbol,exchange
NESTLEIND,NESTLEIND.NS,NSE
NETWEB,NETWEB.NS,NSE
NETWORK18,NETWORK18.NS,NSE
NEULANDLAB,NEULANDLAB.NS,NSE
NEWGEN,NEWGEN.NS,NSE
NEXTMEDIA,NEXTMEDIA.NS,NSE
NFL,NFL.NS,NSE
NGIL,NGIL.NS,NSE
NGLFINE,NGLFINE.NS,NSE
NH,NH.NS,NSE
NHPC,NHPC.NS,NSE
NIACL,NIACL.NS,NSE
NIBE,NIBE.NS,NSE
NIBL,NIBL.NS,NSE
NIITLTD,NIITLTD.NS,NSE
NIITMTS,NIITMTS.NS,NSE
NILAINFRA,NILAINFRA.NS,NSE
NILASPACES,NILASPACES.NS,NSE
NILKAMAL,NILKAMAL.NS,NSE
NINSYS,NINSYS.NS,NSE
NIPPOBATRY,NIPPOBATRY.NS,NSE
NIRAJ,NIRAJ.NS,NSE
NIRAJISPAT,NIRAJISPAT.NS,NSE
NITCO,NITCO.NS,NSE
NITINSPIN,NITINSPIN.NS,NSE
NITIRAJ,NITIRAJ.NS,NSE
NIVABUPA,NIVABUPA.NS,NSE
NKIND,NKIND.NS,NSE
NLCINDIA,NLCINDIA.NS,NSE
NMDC,NMDC.NS,NSE
NOCIL,NOCIL.NS,NSE
NOIDATOLL,NOIDATOLL.NS,NSE
NORBTEAEXP,NORBTEAEXP.NS,NSE
NORTHARC,NORTHARC.NS,NSE
NOVAAGRI,NOVAAGRI.NS,NSE
NPST,NPST.NS,NSE
NRAIL,NRAIL.NS,NSE
NRBBEARING,NRBBEARING.NS,NSE
NRL,NRL.NS,NSE
NSIL,NSIL.NS,NSE
NSLNISP,NSLNISP.NS,NSE
NTPC,NTPC.NS,NSE
NTPCGREEN,NTPCGREEN.NS,NSE
NUCLEUS,NUCLEUS.NS,NSE
NURECA,NURECA.NS,NSE
NUVAMA,NUVAMA.NS,NSE
NUVOCO,NUVOCO.NS,NSE
NYKAA,NYKAA.NS,NSE
OAL,OAL.NS,NSE
OBCL,OBCL.NS,NSE
OBEROIRLTY,OBEROIRLTY.NS,NSE
OCCLLTD,OCCLLTD.NS,NSE
ODIGMA,ODIGMA.NS,NSE
OFSS,OFSS.NS,NSE
OIL,OIL.NS,NSE
OILCOUNTUB,OILCOUNTUB.NS,NSE
OLAELEC,OLAELEC.NS,NSE
OLECTRA,OLECTRA.NS,NSE
OMAXAUTO,OMAXAUTO.NS,NSE
OMAXE,OMAXE.NS,NSE
OMINFRAL,OMINFRAL.NS,NSE
OMKARCHEM,OMKARCHEM.NS,NSE
ONELIFECAP,ONELIFECAP.NS,NSE
ONEPOINT,ONEPOINT.NS,NSE
ONESOURCE,ONESOURCE.NS,NSE
ONGC,ONGC.NS,NSE
ONMOBILE,ONMOBILE.NS,NSE
ONWARDTEC,ONWARDTEC.NS,NSE
OPTIEMUS,OPTIEMUS.NS,NSE
ORBTEXP,ORBTEXP.NS,NSE
ORCHASP,ORCHASP.NS,NSE
ORCHPHARMA,ORCHPHARMA.NS,NSE
ORICONENT,ORICONENT.NS,NSE
ORIENTALTL,ORIENTALTL.NS,NSE
ORIENTBELL,ORIENTBELL.NS,NSE
ORIENTCEM,ORIENTCEM.NS,NSE
ORIENTCER,ORIENTCER.NS,NSE
ORIENTELEC,ORIENTELEC.NS,NSE
ORIENTHOT,ORIENTHOT.NS,NSE
ORIENTLTD,ORIENTLTD.NS,NSE
ORIENTPPR,ORIENTPPR.NS,NSE
ORIENTTECH,ORIENTTECH.NS,NSE
ORISSAMINE,ORISSAMINE.NS,NSE
ORTEL,ORTEL.NS,NSE
ORTINGLOBE,ORTINGLOBE.NS,NSE
OSIAHYPER,OSIAHYPER.NS,NSE
OSWALAGRO,OSWALAGRO.NS,NSE
OSWALGREEN,OSWALGREEN.NS,NSE
OSWALPUMPS,OSWALPUMPS.NS,NSE
OSWALSEEDS,OSWALSEEDS.NS,NSE
PAGEIND,PAGEIND.NS,NSE
PAISALO,PAISALO.NS,NSE
PAKKA,PAKKA.NS,NSE
PALASHSECU,PALASHSECU.NS,NSE
PALREDTEC,PALREDTEC.NS,NSE
PANACEABIO,PANACEABIO.NS,NSE
PANACHE,PANACHE.NS,NSE
PANAMAPET,PANAMAPET.NS,NSE
PANSARI,PANSARI.NS,NSE
PAR,PAR.NS,NSE
PARACABLES,PARACABLES.NS,NSE
PARADEEP,PARADEEP.NS,NSE
PARAGMILK,PARAGMILK.NS,NSE
PARAS,PARAS.NS,NSE
PARASPETRO,PARASPETRO.NS,NSE
PARKHOTELS,PARKHOTELS.NS,NSE
PARSVNATH,PARSVNATH.NS,NSE
PASHUPATI,PASHUPATI.NS,NSE
PASUPTAC,PASUPTAC.NS,NSE
PATANJALI,PATANJALI.NS,NSE
PATELENG,PATELENG.NS,NSE
PATINTLOG,PATINTLOG.NS,NSE
PAVNAIND,PAVNAIND.NS,NSE
PAYTM,PAYTM.NS,NSE
PCBL,PCBL.NS,NSE
PCJEWELLER,PCJEWELLER.NS,NSE
PDMJEPAPER,PDMJEPAPER.NS,NSE
PDSL,PDSL.NS,NSE
PEARLPOLY,PEARLPOLY.NS,NSE
PEL,PEL.NS,NSE
PENIND,PENIND.NS,NSE
PENINLAND,PENINLAND.NS,NSE
PERSISTENT,PERSISTENT.NS,NSE
PETRONET,PETRONET.NS,NSE
PFC,PFC.NS,NSE
PFIZER,PFIZER.NS,NSE
PFOCUS,PFOCUS.NS,NSE
PFS,PFS.NS,NSE
PGEL,PGEL.NS,NSE
PGHH,PGHH.NS,NSE
PGHL,PGHL.NS,NSE
PGIL,PGIL.NS,NSE
PHOENIXLTD,PHOENIXLTD.NS,NSE
PICCADIL,PICCADIL.NS,NSE
PIDILITIND,PIDILITIND.NS,NSE
PIGL,PIGL.NS,NSE
PIIND,PIIND.NS,NSE
PILANIINVS,PILANIINVS.NS,NSE
PILITA,PILITA.NS,NSE
PIONEEREMB,PIONEEREMB.NS,NSE
PITTIENG,PITTIENG.NS,NSE
PIXTRANS,PIXTRANS.NS,NSE
PKTEA,PKTEA.NS,NSE
PLASTIBLEN,PLASTIBLEN.NS,NSE
PLATIND,PLATIND.NS,NSE
PLAZACABLE,PLAZACABLE.NS,NSE
PNB,PNB.NS,NSE
PNBGILTS,PNBGILTS.NS,NSE
PNBHOUSING,PNBHOUSING.NS,NSE
PNC,PNC.NS,NSE
PNCINFRA,PNCINFRA.NS,NSE
PNGJL,PNGJL.NS,NSE
POCL,POCL.NS,NSE
PODDARMENT,PODDARMENT.NS,NSE
POKARNA,POKARNA.NS,NSE
POLICYBZR,POLICYBZR.NS,NSE
POLYCAB,POLYCAB.NS,NSE
POLYMED,POLYMED.NS,NSE
POLYPLEX,POLYPLEX.NS,NSE
PONNIERODE,PONNIERODE.NS,NSE
POONAWALLA,POONAWALLA.NS,NSE
POWERGRID,POWERGRID.NS,NSE
POWERINDIA,POWERINDIA.NS,NSE
POWERMECH,POWERMECH.NS,NSE
PPAP,PPAP.NS,NSE
PPL,PPL.NS,NSE
PPLPHARMA,PPLPHARMA.NS,NSE
PRABHA,PRABHA.NS,NSE
PRAENG,PRAENG.NS,NSE
PRAJIND,PRAJIND.NS,NSE
PRAKASH,PRAKASH.NS,NSE
PRAKASHSTL,PRAKASHSTL.NS,NSE
PRAXIS,PRAXIS.NS,NSE
PRECAM,PRECAM.NS,NSE
PRECOT,PRECOT.NS,NSE
PRECWIRE,PRECWIRE.NS,NSE
PREMEXPLN,PREMEXPLN.NS,NSE
PREMIER,PREMIER.NS,NSE
PREMIERENE,PREMIERENE.NS,NSE
PREMIERPOL,PREMIERPOL.NS,NSE
PRESTIGE,PRESTIGE.NS,NSE
PRICOLLTD,PRICOLLTD.NS,NSE
PRIMESECU,PRIMESECU.NS,NSE
PRIMO,PRIMO.NS,NSE
PRINCEPIPE,PRINCEPIPE.NS,NSE
PRITI,PRITI.NS,NSE
PRITIKAUTO,PRITIKAUTO.NS,NSE
PRIVISCL,PRIVISCL.NS,NSE
PROSTARM,PROSTARM.NS,NSE
PROTEAN,PROTEAN.NS,NSE
PROZONER,PROZONER.NS,NSE
PRSMJOHNSN,PRSMJOHNSN.NS,NSE
PRUDENT,PRUDENT.NS,NSE
PRUDMOULI,PRUDMOULI.NS,NSE
PSB,PSB.NS,NSE
PSPPROJECT,PSPPROJECT.NS,NSE
PTC,PTC.NS,NSE
PTCIL,PTCIL.NS,NSE
PTL,PTL.NS,NSE
PUNJABCHEM,PUNJABCHEM.NS,NSE
PURVA,PURVA.NS,NSE
PVP,PVP.NS,NSE
PVRINOX,PVRINOX.NS,NSE
PVSL,PVSL.NS,NSE
PYRAMID,PYRAMID.NS,NSE
QPOWER,QPOWER.NS,NSE
QUADFUTURE,QUADFUTURE.NS,NSE
QUESS,QUESS.NS,NSE
QUICKHEAL,QUICKHEAL.NS,NSE
RACE,RACE.NS,NSE
RACLGEAR,RACLGEAR.NS,NSE
RADAAN,RADAAN.NS,NSE
RADHIKAJWE,RADHIKAJWE.NS,NSE
RADIANTCMS,RADIANTCMS.NS,NSE
RADICO,RADICO.NS,NSE
RADIOCITY,RADIOCITY.NS,NSE
RAILTEL,RAILTEL.NS,NSE
RAIN,RAIN.NS,NSE
RAINBOW,RAINBOW.NS,NSE
RAJESHEXPO,RAJESHEXPO.NS,NSE
RAJMET,RAJMET.NS,NSE
RAJOOENG,RAJOOENG.NS,NSE
RAJRATAN,RAJRATAN.NS,NSE
RAJRILTD,RAJRILTD.NS,NSE
RAJSREESUG,RAJSREESUG.NS,NSE
RAJTV,RAJTV.NS,NSE
RALLIS,RALLIS.NS,NSE
RAMANEWS,RAMANEWS.NS,NSE
RAMAPHO,RAMAPHO.NS,NSE
RAMASTEEL,RAMASTEEL.NS,NSE
RAMCOCEM,RAMCOCEM.NS,NSE
RAMCOIND,RAMCOIND.NS,NSE
RAMCOSYS,RAMCOSYS.NS,NSE
RAMKY,RAMKY.NS,NSE
RAMRAT,RAMRAT.NS,NSE
RANASUG,RANASUG.NS,NSE
RANEHOLDIN,RANEHOLDIN.NS,NSE
RATEGAIN,RATEGAIN.NS,NSE
RATNAMANI,RATNAMANI.NS,NSE
RATNAVEER,RATNAVEER.NS,NSE
RAYMOND,RAYMOND.NS,NSE
RAYMONDLSL,RAYMONDLSL.NS,NSE
RAYMONDREL,RAYMONDREL.NS,NSE
RBA,RBA.NS,NSE
RBLBANK,RBLBANK.NS,NSE
RBZJEWEL,RBZJEWEL.NS,NSE
RCF,RCF.NS,NSE
RCOM,RCOM.NS,NSE
RECLTD,RECLTD.NS,NSE
REDINGTON,REDINGTON.NS,NSE
REDTAPE,REDTAPE.NS,NSE
REFEX,REFEX.NS,NSE
REGENCERAM,REGENCERAM.NS,NSE
RELAXO,RELAXO.NS,NSE
RELCHEMQ,RELCHEMQ.NS,NSE
RELIABLE,RELIABLE.NS,NSE
RELIANCE,RELIANCE.NS,NSE
RELIGARE,RELIGARE.NS,NSE
RELINFRA,RELINFRA.NS,NSE
RELTD,RELTD.NS,NSE
REMSONSIND,REMSONSIND.NS,NSE
RENUKA,RENUKA.NS,NSE
REPCOHOME,REPCOHOME.NS,NSE
REPL,REPL.NS,NSE
REPRO,REPRO.NS,NSE
RESPONIND,RESPONIND.NS,NSE
RETAIL,RETAIL.NS,NSE
RGL,RGL.NS,NSE
RHFL,RHFL.NS,NSE
RHIM,RHIM.NS,NSE
RHL,RHL.NS,NSE
RICOAUTO,RICOAUTO.NS,NSE
RIIL,RIIL.NS,NSE
RISHABH,RISHABH.NS,NSE
RITCO,RITCO.NS,NSE
RITES,RITES.NS,NSE
RKDL,RKDL.NS,NSE
RKEC,RKEC.NS,NSE
RKFORGE,RKFORGE.NS,NSE
RKSWAMY,RKSWAMY.NS,NSE
RMDRIP,RMDRIP.NS,NSE
RML,RML.NS,NSE
ROHLTD,ROHLTD.NS,NSE
ROLEXRINGS,ROLEXRINGS.NS,NSE
ROLLT,ROLLT.NS,NSE
ROLTA,ROLTA.NS,NSE
ROML,ROML.NS,NSE
ROSSARI,ROSSARI.NS,NSE
ROSSELLIND,ROSSELLIND.NS,NSE
ROSSTECH,ROSSTECH.NS,NSE
ROTO,ROTO.NS,NSE
ROUTE,ROUTE.NS,NSE
RPEL,RPEL.NS,NSE
RPGLIFE,RPGLIFE.NS,NSE
RPOWER,RPOWER.NS,NSE
RPPINFRA,RPPINFRA.NS,NSE
RPPL,RPPL.NS,NSE
RPSGVENT,RPSGVENT.NS,NSE
RPTECH,RPTECH.NS,NSE
RRKABEL,RRKABEL.NS,NSE
RSSOFTWARE,RSSOFTWARE.NS,NSE
RSWM,RSWM.NS,NSE
RSYSTEMS,RSYSTEMS.NS,NSE
RTNINDIA,RTNINDIA.NS,NSE
RTNPOWER,RTNPOWER.NS,NSE
RUBFILA,RUBFILA.NS,NSE
RUBYMILLS,RUBYMILLS.NS,NSE
RUCHINFRA,RUCHINFRA.NS,NSE
RUCHIRA,RUCHIRA.NS,NSE
RUPA,RUPA.NS,NSE
RUSHIL,RUSHIL.NS,NSE
RUSTOMJEE,RUSTOMJEE.NS,NSE
RVHL,RVHL.NS,NSE
RVNL,RVNL.NS,NSE
RVTH,RVTH.NS,NSE
S&SPOWER,S&SPOWER.NS,NSE
SABEVENTS,SABEVENTS.NS,NSE
SABTNL,SABTNL.NS,NSE
SADBHAV,SADBHAV.NS,NSE
SADBHIN,SADBHIN.NS,NSE
SADHNANIQ,SADHNANIQ.NS,NSE
SAFARI,SAFARI.NS,NSE
SAGARDEEP,SAGARDEEP.NS,NSE
SAGCEM,SAGCEM.NS,NSE
SAGILITY,SAGILITY.NS,NSE
SAH,SAH.NS,NSE
SAHYADRI,SAHYADRI.NS,NSE
SAIL,SAIL.NS,NSE
SAILIFE,SAILIFE.NS,NSE
SAKAR,SAKAR.NS,NSE
SAKHTISUG,SAKHTISUG.NS,NSE
SAKSOFT,SAKSOFT.NS,NSE
SAKUMA,SAKUMA.NS,NSE
SALASAR,SALASAR.NS,NSE
SALONA,SALONA.NS,NSE
SALSTEEL,SALSTEEL.NS,NSE
SALZERELEC,SALZERELEC.NS,NSE
SAMBHAAV,SAMBHAAV.NS,NSE
SAMBHV,SAMBHV.NS,NSE
SAMHI,SAMHI.NS,NSE
SAMMAANCAP,SAMMAANCAP.NS,NSE
SAMPANN,SAMPANN.NS,NSE
SANATHAN,SANATHAN.NS,NSE
SANDESH,SANDESH.NS,NSE
SANDHAR,SANDHAR.NS,NSE
SANDUMA,SANDUMA.NS,NSE
SANGAMIND,SANGAMIND.NS,NSE
SANGHIIND,SANGHIIND.NS,NSE
SANGHVIMOV,SANGHVIMOV.NS,NSE
SANGINITA,SANGINITA.NS,NSE
SANOFI,SANOFI.NS,NSE
SANOFICONR,SANOFICONR.NS,NSE
SANSERA,SANSERA.NS,NSE
SANSTAR,SANSTAR.NS,NSE
SANWARIA,SANWARIA.NS,NSE
SAPPHIRE,SAPPHIRE.NS,NSE
SARDAEN,SARDAEN.NS,NSE
SAREGAMA,SAREGAMA.NS,NSE
SARLAPOLY,SARLAPOLY.NS,NSE
SARVESHWAR,SARVESHWAR.NS,NSE
SASKEN,SASKEN.NS,NSE
SASTASUNDR,SASTASUNDR.NS,NSE
SATIA,SATIA.NS,NSE
SATIN,SATIN.NS,NSE
SAURASHCEM,SAURASHCEM.NS,NSE
SBC,SBC.NS,NSE
SBCL,SBCL.NS,NSE
SBFC,SBFC.NS,NSE
SBGLP,SBGLP.NS,NSE
SBICARD,SBICARD.NS,NSE
SBILIFE,SBILIFE.NS,NSE
SBIN,SBIN.NS,NSE
SCHAEFFLER,SCHAEFFLER.NS,NSE
SCHAND,SCHAND.NS,NSE
SCHNEIDER,SCHNEIDER.NS,NSE
SCI,SCI.NS,NSE
SCILAL,SCILAL.NS,NSE
SCODATUBES,SCODATUBES.NS,NSE
SCPL,SCPL.NS,NSE
SDBL,SDBL.NS,NSE
SEAMECLTD,SEAMECLTD.NS,NSE
SECMARK,SECMARK.NS,NSE
SECURKLOUD,SECURKLOUD.NS,NSE
SEJALLTD,SEJALLTD.NS,NSE
SELAN,SELAN.NS,NSE
SELMC,SELMC.NS,NSE
SEMAC,SEMAC.NS,NSE
SENCO,SENCO.NS,NSE
SENORES,SENORES.NS,NSE
SEPC,SEPC.NS,NSE
SEQUENT,SEQUENT.NS,NSE
SERVOTECH,SERVOTECH.NS,NSE
SESHAPAPER,SESHAPAPER.NS,NSE
SETCO,SETCO.NS,NSE
SETUINFRA,SETUINFRA.NS,NSE
SEYAIND,SEYAIND.NS,NSE
SFL,SFL.NS,NSE
SGFIN,SGFIN.NS,NSE
SGIL,SGIL.NS,NSE
SGL,SGL.NS,NSE
SGLTL,SGLTL.NS,NSE
SHAH,SHAH.NS,NSE
SHAHALLOYS,SHAHALLOYS.NS,NSE
SHAILY,SHAILY.NS,NSE
SHAKTIPUMP,SHAKTIPUMP.NS,NSE
SHALBY,SHALBY.NS,NSE
SHALPAINTS,SHALPAINTS.NS,NSE
SHANKARA,SHANKARA.NS,NSE
SHANTI,SHANTI.NS,NSE
SHANTIGEAR,SHANTIGEAR.NS,NSE
SHANTIGOLD,SHANTIGOLD.NS,NSE
SHARDACROP,SHARDACROP.NS,NSE
SHARDAMOTR,SHARDAMOTR.NS,NSE
SHAREINDIA,SHAREINDIA.NS,NSE
SHEKHAWATI,SHEKHAWATI.NS,NSE
SHEMAROO,SHEMAROO.NS,NSE
SHILPAMED,SHILPAMED.NS,NSE
SHIVALIK,SHIVALIK.NS,NSE
SHIVAMAUTO,SHIVAMAUTO.NS,NSE
SHIVAMILLS,SHIVAMILLS.NS,NSE
SHIVATEX,SHIVATEX.NS,NSE
SHK,SHK.NS,NSE
SHOPERSTOP,SHOPERSTOP.NS,NSE
SHRADHA,SHRADHA.NS,NSE
SHREDIGCEM,SHREDIGCEM.NS,NSE
SHREECEM,SHREECEM.NS,NSE
SHREEPUSHK,SHREEPUSHK.NS,NSE
SHREERAMA,SHREERAMA.NS,NSE
SHRENIK,SHRENIK.NS,NSE
SHREYANIND,SHREYANIND.NS,NSE
SHRIPISTON,SHRIPISTON.NS,NSE
SHRIRAMFIN,SHRIRAMFIN.NS,NSE
SHRIRAMPPS,SHRIRAMPPS.NS,NSE
SHYAMCENT,SHYAMCENT.NS,NSE
SHYAMMETL,SHYAMMETL.NS,NSE
SHYAMTEL,SHYAMTEL.NS,NSE
SICALLOG,SICALLOG.NS,NSE
SIEMENS,SIEMENS.NS,NSE
SIGACHI,SIGACHI.NS,NSE
SIGIND,SIGIND.NS,NSE
SIGMA,SIGMA.NS,NSE
SIGNATURE,SIGNATURE.NS,NSE
SIGNPOST,SIGNPOST.NS,NSE
SIKKO,SIKKO.NS,NSE
SIL,SIL.NS,NSE
SILGO,SILGO.NS,NSE
SILINV,SILINV.NS,NSE
SILLYMONKS,SILLYMONKS.NS,NSE
SILVERTUC,SILVERTUC.NS,NSE
SIMBHALS,SIMBHALS.NS,NSE
SIMPLEXINF,SIMPLEXINF.NS,NSE
SINCLAIR,SINCLAIR.NS,NSE
SINDHUTRAD,SINDHUTRAD.NS,NSE
SINTERCOM,SINTERCOM.NS,NSE
SIRCA,SIRCA.NS,NSE
SIS,SIS.NS,NSE
SITINET,SITINET.NS,NSE
SIYSIL,SIYSIL.NS,NSE
SJS,SJS.NS,NSE
SJVN,SJVN.NS,NSE
SKFINDIA,SKFINDIA.NS,NSE
SKIPPER,SKIPPER.NS,NSE
SKMEGGPROD,SKMEGGPROD.NS,NSE
SKYGOLD,SKYGOLD.NS,NSE
SMARTLINK,SMARTLINK.NS,NSE
SMARTWORKS,SMARTWORKS.NS,NSE
SMCGLOBAL,SMCGLOBAL.NS,NSE
SMLISUZU,SMLISUZU.NS,NSE
SMLT,SMLT.NS,NSE
SMSLIFE,SMSLIFE.NS,NSE
SMSPHARMA,SMSPHARMA.NS,NSE
SNOWMAN,SNOWMAN.NS,NSE
SOBHA,SOBHA.NS,NSE
SOFTTECH,SOFTTECH.NS,NSE
SOLARA,SOLARA.NS,NSE
SOLARINDS,SOLARINDS.NS,NSE
SOMANYCERA,SOMANYCERA.NS,NSE
SOMATEX,SOMATEX.NS,NSE
SOMICONVEY,SOMICONVEY.NS,NSE
SONACOMS,SONACOMS.NS,NSE
SONAMLTD,SONAMLTD.NS,NSE
SONATSOFTW,SONATSOFTW.NS,NSE
SOTL,SOTL.NS,NSE
SOUTHBANK,SOUTHBANK.NS,NSE
SOUTHWEST,SOUTHWEST.NS,NSE
SPAL,SPAL.NS,NSE
SPANDANA,SPANDANA.NS,NSE
SPARC,SPARC.NS,NSE
SPCENET,SPCENET.NS,NSE
SPECIALITY,SPECIALITY.NS,NSE
SPECTRUM,SPECTRUM.NS,NSE
SPENCERS,SPENCERS.NS,NSE
SPIC,SPIC.NS,NSE
SPLIL,SPLIL.NS,NSE
SPLPETRO,SPLPETRO.NS,NSE
SPMLINFRA,SPMLINFRA.NS,NSE
SPORTKING,SPORTKING.NS,NSE
SRD,SRD.NS,NSE
SREEL,SREEL.NS,NSE
SRF,SRF.NS,NSE
SRGHFL,SRGHFL.NS,NSE
SRHHYPOLTD,SRHHYPOLTD.NS,NSE
SRM,SRM.NS,NSE
SSDL,SSDL.NS,NSE
SSWL,SSWL.NS,NSE
STALLION,STALLION.NS,NSE
STANLEY,STANLEY.NS,NSE
STAR,STAR.NS,NSE
STARCEMENT,STARCEMENT.NS,NSE
STARHEALTH,STARHEALTH.NS,NSE
STARPAPER,STARPAPER.NS,NSE
STARTECK,STARTECK.NS,NSE
STCINDIA,STCINDIA.NS,NSE
STEELCAS,STEELCAS.NS,NSE
STEELCITY,STEELCITY.NS,NSE
STEELXIND,STEELXIND.NS,NSE
STEL,STEL.NS,NSE
STERTOOLS,STERTOOLS.NS,NSE
STLTECH,STLTECH.NS,NSE
STOVEKRAFT,STOVEKRAFT.NS,NSE
STYLAMIND,STYLAMIND.NS,NSE
STYLEBAAZA,STYLEBAAZA.NS,NSE
STYRENIX,STYRENIX.NS,NSE
SUBEXLTD,SUBEXLTD.NS,NSE
SUBROS,SUBROS.NS,NSE
SUDARSCHEM,SUDARSCHEM.NS,NSE
SUKHJITS,SUKHJITS.NS,NSE
SULA,SULA.NS,NSE
SUMEETINDS,SUMEETINDS.NS,NSE
SUMICHEM,SUMICHEM.NS,NSE
SUMIT,SUMIT.NS,NSE
SUMMITSEC,SUMMITSEC.NS,NSE
SUNCLAY,SUNCLAY.NS,NSE
SUNDARAM,SUNDARAM.NS,NSE
SUNDARMFIN,SUNDARMFIN.NS,NSE
SUNDARMHLD,SUNDARMHLD.NS,NSE
SUNDRMBRAK,SUNDRMBRAK.NS,NSE
SUNDRMFAST,SUNDRMFAST.NS,NSE
SUNDROP,SUNDROP.NS,NSE
SUNFLAG,SUNFLAG.NS,NSE
SUNPHARMA,SUNPHARMA.NS,NSE
SUNTECK,SUNTECK.NS,NSE
SUNTV,SUNTV.NS,NSE
SUPERHOUSE,SUPERHOUSE.NS,NSE
SUPERSPIN,SUPERSPIN.NS,NSE
SUPRAJIT,SUPRAJIT.NS,NSE
SUPREME,SUPREME.NS,NSE
SUPREMEIND,SUPREMEIND.NS,NSE
SUPREMEINF,SUPREMEINF.NS,NSE
SUPRIYA,SUPRIYA.NS,NSE
SURAJEST,SURAJEST.NS,NSE
SURAJLTD,SURAJLTD.NS,NSE
SURAKSHA,SURAKSHA.NS,NSE
SURANASOL,SURANASOL.NS,NSE
SURANAT&P,SURANAT&P.NS,NSE
SURYALAXMI,SURYALAXMI.NS,NSE
SURYAROSNI,SURYAROSNI.NS,NSE
SURYODAY,SURYODAY.NS,NSE
SUTLEJTEX,SUTLEJTEX.NS,NSE
SUVEN,SUVEN.NS,NSE
SUVIDHAA,SUVIDHAA.NS,NSE
SUYOG,SUYOG.NS,NSE
SUZLON,SUZLON.NS,NSE
SVLL,SVLL.NS,NSE
SVPGLOB,SVPGLOB.NS,NSE
SWANENERGY,SWANENERGY.NS,NSE
SWARAJENG,SWARAJENG.NS,NSE
SWELECTES,SWELECTES.NS,NSE
SWIGGY,SWIGGY.NS,NSE
SWSOLAR,SWSOLAR.NS,NSE
SYMPHONY,SYMPHONY.NS,NSE
SYNCOMF,SYNCOMF.NS,NSE
SYNGENE,SYNGENE.NS,NSE
SYRMA,SYRMA.NS,NSE
TAINWALCHM,TAINWALCHM.NS,NSE
TAJGVK,TAJGVK.NS,NSE
TAKE,TAKE.NS,NSE
TALBROAUTO,TALBROAUTO.NS,NSE
TANLA,TANLA.NS,NSE
TARACHAND,TARACHAND.NS,NSE
TARAPUR,TARAPUR.NS,NSE
TARC,TARC.NS,NSE
TARIL,TARIL.NS,NSE
TARMAT,TARMAT.NS,NSE
TARSONS,TARSONS.NS,NSE
TASTYBITE,TASTYBITE.NS,NSE
TATACHEM,TATACHEM.NS,NSE
TATACOMM,TATACOMM.NS,NSE
TATACONSUM,TATACONSUM.NS,NSE
TATAELXSI,TATAELXSI.NS,NSE
TATAINVEST,TATAINVEST.NS,NSE
TATAMOTORS,TATAMOTORS.NS,NSE
TATAPOWER,TATAPOWER.NS,NSE
TATASTEEL,TATASTEEL.NS,NSE
TATATECH,TATATECH.NS,NSE
TATVA,TATVA.NS,NSE
TBOTEK,TBOTEK.NS,NSE
TBZ,TBZ.NS,NSE
TCI,TCI.NS,NSE
TCIEXP,TCIEXP.NS,NSE
TCIFINANCE,TCIFINANCE.NS,NSE
TCPLPACK,TCPLPACK.NS,NSE
TCS,TCS.NS,NSE
TDPOWERSYS,TDPOWERSYS.NS,NSE
TEAMGTY,TEAMGTY.NS,NSE
TEAMLEASE,TEAMLEASE.NS,NSE
TECHM,TECHM.NS,NSE
TECHNOE,TECHNOE.NS,NSE
TECILCHEM,TECILCHEM.NS,NSE
TEGA,TEGA.NS,NSE
TEJASNET,TEJASNET.NS,NSE
TEMBO,TEMBO.NS,NSE
TERASOFT,TERASOFT.NS,NSE
TEXINFRA,TEXINFRA.NS,NSE
TEXMOPIPES,TEXMOPIPES.NS,NSE
TEXRAIL,TEXRAIL.NS,NSE
TFCILTD,TFCILTD.NS,NSE
TFL,TFL.NS,NSE
TGBHOTELS,TGBHOTELS.NS,NSE
THANGAMAYL,THANGAMAYL.NS,NSE
THEINVEST,THEINVEST.NS,NSE
THEJO,THEJO.NS,NSE
THELEELA,THELEELA.NS,NSE
THEMISMED,THEMISMED.NS,NSE
THERMAX,THERMAX.NS,NSE
THOMASCOOK,THOMASCOOK.NS,NSE
THOMASCOTT,THOMASCOTT.NS,NSE
THYROCARE,THYROCARE.NS,NSE
TI,TI.NS,NSE
TICL,TICL.NS,NSE
TIIL,TIIL.NS,NSE
TIINDIA,TIINDIA.NS,NSE
TIJARIA,TIJARIA.NS,NSE
TIL,TIL.NS,NSE
TIMETECHNO,TIMETECHNO.NS,NSE
TIMKEN,TIMKEN.NS,NSE
TINNARUBR,TINNARUBR.NS,NSE
TIPSFILMS,TIPSFILMS.NS,NSE
TIPSMUSIC,TIPSMUSIC.NS,NSE
TIRUMALCHM,TIRUMALCHM.NS,NSE
TIRUPATIFL,TIRUPATIFL.NS,NSE
TITAGARH,TITAGARH.NS,NSE
TITAN,TITAN.NS,NSE
TMB,TMB.NS,NSE
TNPETRO,TNPETRO.NS,NSE
TNPL,TNPL.NS,NSE
TNTELE,TNTELE.NS,NSE
TOKYOPLAST,TOKYOPLAST.NS,NSE
TOLINS,TOLINS.NS,NSE
TORNTPHARM,TORNTPHARM.NS,NSE
TORNTPOWER,TORNTPOWER.NS,NSE
TOTAL,TOTAL.NS,NSE
TOUCHWOOD,TOUCHWOOD.NS,NSE
TPHQ,TPHQ.NS,NSE
TPLPLASTEH,TPLPLASTEH.NS,NSE
TRACXN,TRACXN.NS,NSE
