name,symbol,exchange
GENUSPAPER,GENUSPAPER.NS,NSE
GENUSPOWER,GENUSPOWER.NS,NSE
GEOJITFSL,GEOJITFSL.NS,NSE
GEPIL,GEPIL.NS,NSE
GESHIP,GESHIP.NS,NSE
GFLLIMITED,GFLLIMITED.NS,NSE
GHCL,GHCL.NS,NSE
GHCLTEXTIL,GHCLTEXTIL.NS,NSE
GICHSGFIN,GICHSGFIN.NS,NSE
GICRE,GICRE.NS,NSE
GILLANDERS,GILLANDERS.NS,NSE
GILLETTE,GILLETTE.NS,NSE
GINNIFILA,GINNIFILA.NS,NSE
GIPCL,GIPCL.NS,NSE
GKWLIMITED,GKWLIMITED.NS,NSE
GLAND,GLAND.NS,NSE
GLAXO,GLAXO.NS,NSE
GLENMARK,GLENMARK.NS,NSE
GLFL,GLFL.NS,NSE
GLOBAL,GLOBAL.NS,NSE
GLOBALE,GLOBALE.NS,NSE
GLOBALVECT,GLOBALVECT.NS,NSE
GLOBE,GLOBE.NS,NSE
GLOBECIVIL,GLOBECIVIL.NS,NSE
GLOBUSSPR,GLOBUSSPR.NS,NSE
GLOSTERLTD,GLOSTERLTD.NS,NSE
GMBREW,GMBREW.NS,NSE
GMDCLTD,GMDCLTD.NS,NSE
GMMPFAUDLR,GMMPFAUDLR.NS,NSE
GMRAIRPORT,GMRAIRPORT.NS,NSE
GMRP&UI,GMRP&UI.NS,NSE
GNA,GNA.NS,NSE
GNFC,GNFC.NS,NSE
GOACARBON,GOACARBON.NS,NSE
GOCLCORP,GOCLCORP.NS,NSE
GOCOLORS,GOCOLORS.NS,NSE
GODAVARIB,GODAVARIB.NS,NSE
GODFRYPHLP,GODFRYPHLP.NS,NSE
GODHA,GODHA.NS,NSE
GODIGIT,GODIGIT.NS,NSE
GODREJAGRO,GODREJAGRO.NS,NSE
GODREJCP,GODREJCP.NS,NSE
GODREJIND,GODREJIND.NS,NSE
GODREJPROP,GODREJPROP.NS,NSE
GOENKA,GOENKA.NS,NSE
GOKEX,GOKEX.NS,NSE
GOKUL,GOKUL.NS,NSE
GOKULAGRO,GOKULAGRO.NS,NSE
GOLDENTOBC,GOLDENTOBC.NS,NSE
GOLDIAM,GOLDIAM.NS,NSE
GOLDTECH,GOLDTECH.NS,NSE
GOODLUCK,GOODLUCK.NS,NSE
GOPAL,GOPAL.NS,NSE
GOYALALUM,GOYALALUM.NS,NSE
GPIL,GPIL.NS,NSE
GPPL,GPPL.NS,NSE
GPTHEALTH,GPTHEALTH.NS,NSE
GPTINFRA,GPTINFRA.NS,NSE
GRANULES,GRANULES.NS,NSE
GRAPHITE,GRAPHITE.NS,NSE
GRASIM,GRASIM.NS,NSE
GRAVITA,GRAVITA.NS,NSE
GREAVESCOT,GREAVESCOT.NS,NSE
GREENLAM,GREENLAM.NS,NSE
GREENPANEL,GREENPANEL.NS,NSE
GREENPLY,GREENPLY.NS,NSE
GREENPOWER,GREENPOWER.NS,NSE
GRINDWELL,GRINDWELL.NS,NSE
GRINFRA,GRINFRA.NS,NSE
GRMOVER,GRMOVER.NS,NSE
GROBTEA,GROBTEA.NS,NSE
GRPLTD,GRPLTD.NS,NSE
GRSE,GRSE.NS,NSE
GRWRHITECH,GRWRHITECH.NS,NSE
GSFC,GSFC.NS,NSE
GSLSU,GSLSU.NS,NSE
GSPL,GSPL.NS,NSE
GSS,GSS.NS,NSE
GTECJAINX,GTECJAINX.NS,NSE
GTL,GTL.NS,NSE
GTLINFRA,GTLINFRA.NS,NSE
GTPL,GTPL.NS,NSE
GUFICBIO,GUFICBIO.NS,NSE
GUJALKALI,GUJALKALI.NS,NSE
GUJAPOLLO,GUJAPOLLO.NS,NSE
GUJGASLTD,GUJGASLTD.NS,NSE
GUJRAFFIA,GUJRAFFIA.NS,NSE
GUJTHEM,GUJTHEM.NS,NSE
GULFOILLUB,GULFOILLUB.NS,NSE
GULFPETRO,GULFPETRO.NS,NSE
GULPOLY,GULPOLY.NS,NSE
GVKPIL,GVKPIL.NS,NSE
GVPTECH,GVPTECH.NS,NSE
GVT&D,GVT&D.NS,NSE
HAL,HAL.NS,NSE
HAPPSTMNDS,HAPPSTMNDS.NS,NSE
HAPPYFORGE,HAPPYFORGE.NS,NSE
HARDWYN,HARDWYN.NS,NSE
HARIOMPIPE,HARIOMPIPE.NS,NSE
HARRMALAYA,HARRMALAYA.NS,NSE
HARSHA,HARSHA.NS,NSE
HATHWAY,HATHWAY.NS,NSE
HATSUN,HATSUN.NS,NSE
HAVELLS,HAVELLS.NS,NSE
HAVISHA,HAVISHA.NS,NSE
HBLENGINE,HBLENGINE.NS,NSE
HBSL,HBSL.NS,NSE
HCC,HCC.NS,NSE
HCG,HCG.NS,NSE
HCL-INSYS,HCL-INSYS.NS,NSE
HCLTECH,HCLTECH.NS,NSE
HDBFS,HDBFS.NS,NSE
HDFCAMC,HDFCAMC.NS,NSE
HDFCBANK,HDFCBANK.NS,NSE
HDFCLIFE,HDFCLIFE.NS,NSE
HDIL,HDIL.NS,NSE
HEADSUP,HEADSUP.NS,NSE
HECPROJECT,HECPROJECT.NS,NSE
HEG,HEG.NS,NSE
HEIDELBERG,HEIDELBERG.NS,NSE
HEMIPROP,HEMIPROP.NS,NSE
HERANBA,HERANBA.NS,NSE
HERCULES,HERCULES.NS,NSE
HERITGFOOD,HERITGFOOD.NS,NSE
HEROMOTOCO,HEROMOTOCO.NS,NSE
HESTERBIO,HESTERBIO.NS,NSE
HEUBACHIND,HEUBACHIND.NS,NSE
HEXATRADEX,HEXATRADEX.NS,NSE
HEXT,HEXT.NS,NSE
HFCL,HFCL.NS,NSE
HGINFRA,HGINFRA.NS,NSE
HGS,HGS.NS,NSE
HIKAL,HIKAL.NS,NSE
HILINFRA,HILINFRA.NS,NSE
HILTON,HILTON.NS,NSE
HIMATSEIDE,HIMATSEIDE.NS,NSE
HINDALCO,HINDALCO.NS,NSE
HINDCOMPOS,HINDCOMPOS.NS,NSE
HINDCON,HINDCON.NS,NSE
HINDCOPPER,HINDCOPPER.NS,NSE
HINDMOTORS,HINDMOTORS.NS,NSE
HINDNATGLS,HINDNATGLS.NS,NSE
HINDOILEXP,HINDOILEXP.NS,NSE
HINDPETRO,HINDPETRO.NS,NSE
HINDUNILVR,HINDUNILVR.NS,NSE
HINDWAREAP,HINDWAREAP.NS,NSE
HINDZINC,HINDZINC.NS,NSE
HIRECT,HIRECT.NS,NSE
HISARMETAL,HISARMETAL.NS,NSE
HITECH,HITECH.NS,NSE
HITECHCORP,HITECHCORP.NS,NSE
HITECHGEAR,HITECHGEAR.NS,NSE
HLEGLAS,HLEGLAS.NS,NSE
HLVLTD,HLVLTD.NS,NSE
HMAAGRO,HMAAGRO.NS,NSE
HMT,HMT.NS,NSE
HMVL,HMVL.NS,NSE
HNDFDS,HNDFDS.NS,NSE
HOMEFIRST,HOMEFIRST.NS,NSE
HONASA,HONASA.NS,NSE
HONAUT,HONAUT.NS,NSE
HONDAPOWER,HONDAPOWER.NS,NSE
HOVS,HOVS.NS,NSE
HPAL,HPAL.NS,NSE
HPIL,HPIL.NS,NSE
HPL,HPL.NS,NSE
HSCL,HSCL.NS,NSE
HTMEDIA,HTMEDIA.NS,NSE
HUBTOWN,HUBTOWN.NS,NSE
HUDCO,HUDCO.NS,NSE
HUHTAMAKI,HUHTAMAKI.NS,NSE
HYBRIDFIN,HYBRIDFIN.NS,NSE
HYUNDAI,HYUNDAI.NS,NSE
ICDSLTD,ICDSLTD.NS,NSE
ICEMAKE,ICEMAKE.NS,NSE
ICICIBANK,ICICIBANK.NS,NSE
ICICIGI,ICICIGI.NS,NSE
ICICIPRULI,ICICIPRULI.NS,NSE
ICIL,ICIL.NS,NSE
ICRA,ICRA.NS,NSE
IDBI,IDBI.NS,NSE
IDEA,IDEA.NS,NSE
IDEAFORGE,IDEAFORGE.NS,NSE
IDFCFIRSTB,IDFCFIRSTB.NS,NSE
IEL,IEL.NS,NSE
IEX,IEX.NS,NSE
IFBAGRO,IFBAGRO.NS,NSE
IFBIND,IFBIND.NS,NSE
IFCI,IFCI.NS,NSE
IFGLEXPOR,IFGLEXPOR.NS,NSE
IGARASHI,IGARASHI.NS,NSE
IGCL,IGCL.NS,NSE
IGIL,IGIL.NS,NSE
IGL,IGL.NS,NSE
IGPL,IGPL.NS,NSE
IIFL,IIFL.NS,NSE
IIFLCAPS,IIFLCAPS.NS,NSE
IITL,IITL.NS,NSE
IKIO,IKIO.NS,NSE
IKS,IKS.NS,NSE
IL&FSENGG,IL&FSENGG.NS,NSE
IL&FSTRANS,IL&FSTRANS.NS,NSE
IMAGICAA,IMAGICAA.NS,NSE
IMFA,IMFA.NS,NSE
IMPAL,IMPAL.NS,NSE
IMPEXFERRO,IMPEXFERRO.NS,NSE
INCREDIBLE,INCREDIBLE.NS,NSE
INDBANK,INDBANK.NS,NSE
INDGN,INDGN.NS,NSE
INDHOTEL,INDHOTEL.NS,NSE
INDIACEM,INDIACEM.NS,NSE
INDIAGLYCO,INDIAGLYCO.NS,NSE
INDIAMART,INDIAMART.NS,NSE
INDIANB,INDIANB.NS,NSE
INDIANCARD,INDIANCARD.NS,NSE
INDIANHUME,INDIANHUME.NS,NSE
INDIASHLTR,INDIASHLTR.NS,NSE
INDIGO,INDIGO.NS,NSE
INDIGOPNTS,INDIGOPNTS.NS,NSE
INDIQUBE,INDIQUBE.NS,NSE
INDNIPPON,INDNIPPON.NS,NSE
INDOAMIN,INDOAMIN.NS,NSE
INDOBORAX,INDOBORAX.NS,NSE
INDOCO,INDOCO.NS,NSE
INDOFARM,INDOFARM.NS,NSE
INDORAMA,INDORAMA.NS,NSE
INDOSTAR,INDOSTAR.NS,NSE
INDOTECH,INDOTECH.NS,NSE
INDOTHAI,INDOTHAI.NS,NSE
INDOUS,INDOUS.NS,NSE
INDOWIND,INDOWIND.NS,NSE
INDRAMEDCO,INDRAMEDCO.NS,NSE
INDSWFTLAB,INDSWFTLAB.NS,NSE
INDTERRAIN,INDTERRAIN.NS,NSE
INDUSINDBK,INDUSINDBK.NS,NSE
INDUSTOWER,INDUSTOWER.NS,NSE
INFIBEAM,INFIBEAM.NS,NSE
INFOBEAN,INFOBEAN.NS,NSE
INFY,INFY.NS,NSE
INGERRAND,INGERRAND.NS,NSE
INNOVACAP,INNOVACAP.NS,NSE
INNOVANA,INNOVANA.NS,NSE
INOXGREEN,INOXGREEN.NS,NSE
INOXINDIA,INOXINDIA.NS,NSE
INOXWI-RE,INOXWI-RE.NS,NSE
INOXWIND,INOXWIND.NS,NSE
INSECTICID,INSECTICID.NS,NSE
INSPIRISYS,INSPIRISYS.NS,NSE
INTELLECT,INTELLECT.NS,NSE
INTENTECH,INTENTECH.NS,NSE
INTERARCH,INTERARCH.NS,NSE
INTLCONV,INTLCONV.NS,NSE
INVENTURE,INVENTURE.NS,NSE
IOB,IOB.NS,NSE
IOC,IOC.NS,NSE
IOLCP,IOLCP.NS,NSE
IONEXCHANG,IONEXCHANG.NS,NSE
IPCALAB,IPCALAB.NS,NSE
IPL,IPL.NS,NSE
IRB,IRB.NS,NSE
IRCON,IRCON.NS,NSE
IRCTC,IRCTC.NS,NSE
IREDA,IREDA.NS,NSE
IRFC,IRFC.NS,NSE
IRIS,IRIS.NS,NSE
IRISDOREME,IRISDOREME.NS,NSE
IRMENERGY,IRMENERGY.NS,NSE
ISFT,ISFT.NS,NSE
ISGEC,ISGEC.NS,NSE
ISHANCH,ISHANCH.NS,NSE
ITC,ITC.NS,NSE
ITCHOTELS,ITCHOTELS.NS,NSE
ITDC,ITDC.NS,NSE
ITDCEM,ITDCEM.NS,NSE
ITI,ITI.NS,NSE
IVC,IVC.NS,NSE
IVP,IVP.NS,NSE
IXIGO,IXIGO.NS,NSE
IZMO,IZMO.NS,NSE
J&KBANK,J&KBANK.NS,NSE
JAGRAN,JAGRAN.NS,NSE
JAGSNPHARM,JAGSNPHARM.NS,NSE
JAIBALAJI,JAIBALAJI.NS,NSE
JAICORPLTD,JAICORPLTD.NS,NSE
JAIPURKURT,JAIPURKURT.NS,NSE
JAMNAAUTO,JAMNAAUTO.NS,NSE
JASH,JASH.NS,NSE
JAYAGROGN,JAYAGROGN.NS,NSE
JAYBARMARU,JAYBARMARU.NS,NSE
JAYNECOIND,JAYNECOIND.NS,NSE
JAYSREETEA,JAYSREETEA.NS,NSE
JBCHEPHARM,JBCHEPHARM.NS,NSE
JBMA,JBMA.NS,NSE
JCHAC,JCHAC.NS,NSE
JETFREIGHT,JETFREIGHT.NS,NSE
JGCHEM,JGCHEM.NS,NSE
JHS,JHS.NS,NSE
JINDALPHOT,JINDALPHOT.NS,NSE
JINDALPOLY,JINDALPOLY.NS,NSE
JINDALSAW,JINDALSAW.NS,NSE
JINDALSTEL,JINDALSTEL.NS,NSE
JINDRILL,JINDRILL.NS,NSE
JINDWORLD,JINDWORLD.NS,NSE
JIOFIN,JIOFIN.NS,NSE
JISLDVREQS,JISLDVREQS.NS,NSE
JISLJALEQS,JISLJALEQS.NS,NSE
JITFINFRA,JITFINFRA.NS,NSE
JKCEMENT,JKCEMENT.NS,NSE
JKIL,JKIL.NS,NSE
JKLAKSHMI,JKLAKSHMI.NS,NSE
JKPAPER,JKPAPER.NS,NSE
JKTYRE,JKTYRE.NS,NSE
JLHL,JLHL.NS,NSE
JMA,JMA.NS,NSE
JMFINANCIL,JMFINANCIL.NS,NSE
JNKINDIA,JNKINDIA.NS,NSE
JOCIL,JOCIL.NS,NSE
JPOLYINVST,JPOLYINVST.NS,NSE
JPPOWER,JPPOWER.NS,NSE
JSFB,JSFB.NS,NSE
JSL,JSL.NS,NSE
JSLL,JSLL.NS,NSE
JSWCEMENT,JSWCEMENT.NS,NSE
JSWENERGY,JSWENERGY.NS,NSE
JSWHL,JSWHL.NS,NSE
JSWINFRA,JSWINFRA.NS,NSE
JSWSTEEL,JSWSTEEL.NS,NSE
JTEKTINDIA,JTEKTINDIA.NS,NSE
JTLIND,JTLIND.NS,NSE
JUBLCPL,JUBLCPL.NS,NSE
JUBLFOOD,JUBLFOOD.NS,NSE
JUBLINGREA,JUBLINGREA.NS,NSE
JUBLPHARMA,JUBLPHARMA.NS,NSE
JUNIPER,JUNIPER.NS,NSE
JUSTDIAL,JUSTDIAL.NS,NSE
JWL,JWL.NS,NSE
JYOTHYLAB,JYOTHYLAB.NS,NSE
JYOTICNC,JYOTICNC.NS,NSE
JYOTISTRUC,JYOTISTRUC.NS,NSE
KABRAEXTRU,KABRAEXTRU.NS,NSE
KAJARIACER,KAJARIACER.NS,NSE
KAKATCEM,KAKATCEM.NS,NSE
KALAMANDIR,KALAMANDIR.NS,NSE
KALPATARU,KALPATARU.NS,NSE
KALYANI,KALYANI.NS,NSE
KALYANIFRG,KALYANIFRG.NS,NSE
KALYANKJIL,KALYANKJIL.NS,NSE
KAMATHOTEL,KAMATHOTEL.NS,NSE
KAMDHENU,KAMDHENU.NS,NSE
KAMOPAINTS,KAMOPAINTS.NS,NSE
KANANIIND,KANANIIND.NS,NSE
KANORICHEM,KANORICHEM.NS,NSE
KANPRPLA,KANPRPLA.NS,NSE
KANSAINER,KANSAINER.NS,NSE
KAPSTON,KAPSTON.NS,NSE
KARMAENG,KARMAENG.NS,NSE
KARURVYSYA,KARURVYSYA.NS,NSE
KAUSHALYA,KAUSHALYA.NS,NSE
KAVDEFENCE,KAVDEFENCE.NS,NSE
KAYA,KAYA.NS,NSE
KAYNES,KAYNES.NS,NSE
KCP,KCP.NS,NSE
KCPSUGIND,KCPSUGIND.NS,NSE
KDDL,KDDL.NS,NSE
KEC,KEC.NS,NSE
KECL,KECL.NS,NSE
KEEPLEARN,KEEPLEARN.NS,NSE
KEI,KEI.NS,NSE
KELLTONTEC,KELLTONTEC.NS,NSE
KERNEX,KERNEX.NS,NSE
KESORAMIND,KESORAMIND.NS,NSE
KEYFINSERV,KEYFINSERV.NS,NSE
KFINTECH,KFINTECH.NS,NSE
KHADIM,KHADIM.NS,NSE
KHAICHEM,KHAICHEM.NS,NSE
KHAITANLTD,KHAITANLTD.NS,NSE
KHANDSE,KHANDSE.NS,NSE
KICL,KICL.NS,NSE
KILITC-RE,KILITC-RE.NS,NSE
KILITCH,KILITCH.NS,NSE
KIMS,KIMS.NS,NSE
KINGFA,KINGFA.NS,NSE
KIOCL,KIOCL.NS,NSE
KIRIINDUS,KIRIINDUS.NS,NSE
KIRLOSBROS,KIRLOSBROS.NS,NSE
KIRLOSENG,KIRLOSENG.NS,NSE
KIRLOSIND,KIRLOSIND.NS,NSE
KIRLPNU,KIRLPNU.NS,NSE
KITEX,KITEX.NS,NSE
KKCL,KKCL.NS,NSE
KMEW,KMEW.NS,NSE
KMSUGAR,KMSUGAR.NS,NSE
KNRCON,KNRCON.NS,NSE
KOHINOOR,KOHINOOR.NS,NSE
KOKUYOCMLN,KOKUYOCMLN.NS,NSE
KOLTEPATIL,KOLTEPATIL.NS,NSE
KOPRAN,KOPRAN.NS,NSE
KOTAKBANK,KOTAKBANK.NS,NSE
KOTARISUG,KOTARISUG.NS,NSE
KOTHARIPET,KOTHARIPET.NS,NSE
KOTHARIPRO,KOTHARIPRO.NS,NSE
KPEL,KPEL.NS,NSE
KPIGREEN,KPIGREEN.NS,NSE
KPIL,KPIL.NS,NSE
KPITTECH,KPITTECH.NS,NSE
KPRMILL,KPRMILL.NS,NSE
KRBL,KRBL.NS,NSE
KREBSBIO,KREBSBIO.NS,NSE
KRIDHANINF,KRIDHANINF.NS,NSE
KRISHANA,KRISHANA.NS,NSE
KRISHIVAL,KRISHIVAL.NS,NSE
KRITI,KRITI.NS,NSE
KRITIKA,KRITIKA.NS,NSE
KRITINUT,KRITINUT.NS,NSE
KRN,KRN.NS,NSE
KRONOX,KRONOX.NS,NSE
KROSS,KROSS.NS,NSE
KRSNAA,KRSNAA.NS,NSE
KRYSTAL,KRYSTAL.NS,NSE
KSB,KSB.NS,NSE
KSCL,KSCL.NS,NSE
KSHITIJPOL,KSHITIJPOL.NS,NSE
KSL,KSL.NS,NSE
KSOLVES,KSOLVES.NS,NSE
KTKBANK,KTKBANK.NS,NSE
KUANTUM,KUANTUM.NS,NSE
LAGNAM,LAGNAM.NS,NSE
LAL,LAL.NS,NSE
LALPATHLAB,LALPATHLAB.NS,NSE
LAMBODHARA,LAMBODHARA.NS,NSE
LANCORHOL,LANCORHOL.NS,NSE
LANDMARK,LANDMARK.NS,NSE
LAOPALA,LAOPALA.NS,NSE
LASA,LASA.NS,NSE
LATENTVIEW,LATENTVIEW.NS,NSE
LATTEYS,LATTEYS.NS,NSE
LAURUSLABS,LAURUSLABS.NS,NSE
LAXMICOT,LAXMICOT.NS,NSE
LAXMIDENTL,LAXMIDENTL.NS,NSE
LAXMIINDIA,LAXMIINDIA.NS,NSE
LCCINFOTEC,LCCINFOTEC.NS,NSE
LEMONTREE,LEMONTREE.NS,NSE
LEXUS,LEXUS.NS,NSE
LFIC,LFIC.NS,NSE
LGBBROSLTD,LGBBROSLTD.NS,NSE
LGHL,LGHL.NS,NSE
LIBAS,LIBAS.NS,NSE
LIBERTSHOE,LIBERTSHOE.NS,NSE
LICHSGFIN,LICHSGFIN.NS,NSE
LICI,LICI.NS,NSE
LIKHITHA,LIKHITHA.NS,NSE
LINC,LINC.NS,NSE
LINCOLN,LINCOLN.NS,NSE
LINDEINDIA,LINDEINDIA.NS,NSE
LLOYDSENGG,LLOYDSENGG.NS,NSE
LLOYDSENT,LLOYDSENT.NS,NSE
LLOYDSME,LLOYDSME.NS,NSE
LMW,LMW.NS,NSE
LODHA,LODHA.NS,NSE
LOKESHMACH,LOKESHMACH.NS,NSE
LORDSCHLO,LORDSCHLO.NS,NSE
LOTUSDEV,LOTUSDEV.NS,NSE
LOTUSEYE,LOTUSEYE.NS,NSE
LOVABLE,LOVABLE.NS,NSE
LOYALTEX,LOYALTEX.NS,NSE
LPDC,LPDC.NS,NSE
LT,LT.NS,NSE
LTF,LTF.NS,NSE
LTFOODS,LTFOODS.NS,NSE
LTIM,LTIM.NS,NSE
LTTS,LTTS.NS,NSE
LUMAXIND,LUMAXIND.NS,NSE
LUMAXTECH,LUMAXTECH.NS,NSE
LUPIN,LUPIN.NS,NSE
LUXIND,LUXIND.NS,NSE
LXCHEM,LXCHEM.NS,NSE
LYKALABS,LYKALABS.NS,NSE
LYPSAGEMS,LYPSAGEMS.NS,NSE
M&M,M&M.NS,NSE
M&MFIN,M&MFIN.NS,NSE
MAANALU,MAANALU.NS,NSE
MACPOWER,MACPOWER.NS,NSE
MADHAV,MADHAV.NS,NSE
MADHUCON,MADHUCON.NS,NSE
MADRASFERT,MADRASFERT.NS,NSE
MAGADSUGAR,MAGADSUGAR.NS,NSE
MAGNUM,MAGNUM.NS,NSE
MAHABANK,MAHABANK.NS,NSE
MAHAPEXLTD,MAHAPEXLTD.NS,NSE
MAHASTEEL,MAHASTEEL.NS,NSE
MAHEPC,MAHEPC.NS,NSE
MAHESHWARI,MAHESHWARI.NS,NSE
MAHLIFE,MAHLIFE.NS,NSE
MAHLOG,MAHLOG.NS,NSE
MAHSCOOTER,MAHSCOOTER.NS,NSE
MAHSEAMLES,MAHSEAMLES.NS,NSE
MAITHANALL,MAITHANALL.NS,NSE
MALLCOM,MALLCOM.NS,NSE
MALUPAPER,MALUPAPER.NS,NSE
MAMATA,MAMATA.NS,NSE
MANAKALUCO,MANAKALUCO.NS,NSE
MANAKCOAT,MANAKCOAT.NS,NSE
MANAKSIA,MANAKSIA.NS,NSE
MANAKSTEEL,MANAKSTEEL.NS,NSE
MANALIPETC,MANALIPETC.NS,NSE
MANAPPURAM,MANAPPURAM.NS,NSE
MANBA,MANBA.NS,NSE
MANCREDIT,MANCREDIT.NS,NSE
MANGALAM,MANGALAM.NS,NSE
MANGCHEFER,MANGCHEFER.NS,NSE
MANGLMCEM,MANGLMCEM.NS,NSE
MANINDS,MANINDS.NS,NSE
MANINFRA,MANINFRA.NS,NSE
MANKIND,MANKIND.NS,NSE
MANOMAY,MANOMAY.NS,NSE
MANORAMA,MANORAMA.NS,NSE
MANORG,MANORG.NS,NSE
MANUGRAPH,MANUGRAPH.NS,NSE
MANYAVAR,MANYAVAR.NS,NSE
MAPMYINDIA,MAPMYINDIA.NS,NSE
MARALOVER,MARALOVER.NS,NSE
MARATHON,MARATHON.NS,NSE
MARICO,MARICO.NS,NSE
MARINE,MARINE.NS,NSE
MARKSANS,MARKSANS.NS,NSE
MARUTI,MARUTI.NS,NSE
MASFIN,MASFIN.NS,NSE
MASKINVEST,MASKINVEST.NS,NSE
MASTEK,MASTEK.NS,NSE
MASTERTR,MASTERTR.NS,NSE
MATRIMONY,MATRIMONY.NS,NSE
MAWANASUG,MAWANASUG.NS,NSE
MAXESTATES,MAXESTATES.NS,NSE
MAXHEALTH,MAXHEALTH.NS,NSE
MAXIND,MAXIND.NS,NSE
MAYURUNIQ,MAYURUNIQ.NS,NSE
MAZDA,MAZDA.NS,NSE
MAZDOCK,MAZDOCK.NS,NSE
MBAPL,MBAPL.NS,NSE
MBEL,MBEL.NS,NSE
MBLINFRA,MBLINFRA.NS,NSE
MCL,MCL.NS,NSE
MCLEODRUSS,MCLEODRUSS.NS,NSE
MCLOUD,MCLOUD.NS,NSE
MCX,MCX.NS,NSE
MEDANTA,MEDANTA.NS,NSE
MEDIASSIST,MEDIASSIST.NS,NSE
MEDICAMEQ,MEDICAMEQ.NS,NSE
MEDICO,MEDICO.NS,NSE
MEDPLUS,MEDPLUS.NS,NSE
MEGASOFT,MEGASOFT.NS,NSE
MEGASTAR,MEGASTAR.NS,NSE
MENONBE,MENONBE.NS,NSE
MEP,MEP.NS,NSE
METROBRAND,METROBRAND.NS,NSE
METROPOLIS,METROPOLIS.NS,NSE
MFML,MFML.NS,NSE
MFSL,MFSL.NS,NSE
MGEL,MGEL.NS,NSE
MGL,MGL.NS,NSE
MHLXMIRU,MHLXMIRU.NS,NSE
MHRIL,MHRIL.NS,NSE
MICEL,MICEL.NS,NSE
MIDHANI,MIDHANI.NS,NSE
MINDACORP,MINDACORP.NS,NSE
MINDTECK,MINDTECK.NS,NSE
MIRCELECTR,MIRCELECTR.NS,NSE
MIRZAINT,MIRZAINT.NS,NSE
MITCON,MITCON.NS,NSE
MITTAL,MITTAL.NS,NSE
MKPL,MKPL.NS,NSE
MMFL,MMFL.NS,NSE
MMP,MMP.NS,NSE
MMTC,MMTC.NS,NSE
MOBIKWIK,MOBIKWIK.NS,NSE
MODIRUBBER,MODIRUBBER.NS,NSE
MODISONLTD,MODISONLTD.NS,NSE
MODTHREAD,MODTHREAD.NS,NSE
MOHITIND,MOHITIND.NS,NSE
MOIL,MOIL.NS,NSE
MOKSH,MOKSH.NS,NSE
MOL,MOL.NS,NSE
MOLDTECH,MOLDTECH.NS,NSE
MOLDTKPAC,MOLDTKPAC.NS,NSE
MONARCH,MONARCH.NS,NSE
MONTECARLO,MONTECARLO.NS,NSE
MORARJEE,MORARJEE.NS,NSE
MOREPENLAB,MOREPENLAB.NS,NSE
MOSCHIP,MOSCHIP.NS,NSE
MOTHERSON,MOTHERSON.NS,NSE
MOTILALOFS,MOTILALOFS.NS,NSE
MOTISONS,MOTISONS.NS,NSE
MOTOGENFIN,MOTOGENFIN.NS,NSE
MPHASIS,MPHASIS.NS,NSE
MPSLTD,MPSLTD.NS,NSE
MRF,MRF.NS,NSE
MRPL,MRPL.NS,NSE
MSPL,MSPL.NS,NSE
MSTCLTD,MSTCLTD.NS,NSE
MSUMI,MSUMI.NS,NSE
MTARTECH,MTARTECH.NS,NSE
MTEDUCARE,MTEDUCARE.NS,NSE
MTNL,MTNL.NS,NSE
MUFIN,MUFIN.NS,NSE
MUFTI,MUFTI.NS,NSE
MUKANDLTD,MUKANDLTD.NS,NSE
MUKKA,MUKKA.NS,NSE
MUKTAARTS,MUKTAARTS.NS,NSE
MUNJALAU,MUNJALAU.NS,NSE
MUNJALSHOW,MUNJALSHOW.NS,NSE
MURUDCERA,MURUDCERA.NS,NSE
MUTHOOTCAP,MUTHOOTCAP.NS,NSE
MUTHOOTFIN,MUTHOOTFIN.NS,NSE
MUTHOOTMF,MUTHOOTMF.NS,NSE
MVGJL,MVGJL.NS,NSE
NACLIND,NACLIND.NS,NSE
NAGAFERT,NAGAFERT.NS,NSE
NAGREEKCAP,NAGREEKCAP.NS,NSE
NAGREEKEXP,NAGREEKEXP.NS,NSE
NAHARCAP,NAHARCAP.NS,NSE
NAHARINDUS,NAHARINDUS.NS,NSE
NAHARPOLY,NAHARPOLY.NS,NSE
NAHARSPING,NAHARSPING.NS,NSE
NAM-INDIA,NAM-INDIA.NS,NSE
NARMADA,NARMADA.NS,NSE
NATCAPSUQ,NATCAPSUQ.NS,NSE
NATCOPHARM,NATCOPHARM.NS,NSE
NATHBIOGEN,NATHBIOGEN.NS,NSE
NATIONALUM,NATIONALUM.NS,NSE
NAUKRI,NAUKRI.NS,NSE
NAVA,NAVA.NS,NSE
NAVINFLUOR,NAVINFLUOR.NS,NSE
NAVKARCORP,NAVKARCORP.NS,NSE
NAVKARURB,NAVKARURB.NS,NSE
NAVNETEDUL,NAVNETEDUL.NS,NSE
NAZARA,NAZARA.NS,NSE
NBCC,NBCC.NS,NSE
NBIFIN,NBIFIN.NS,NSE
NCC,NCC.NS,NSE
NCLIND,NCLIND.NS,NSE
NDGL,NDGL.NS,NSE
NDL,NDL.NS,NSE
NDLVENTURE,NDLVENTURE.NS,NSE
NDRAUTO,NDRAUTO.NS,NSE
NDTV,NDTV.NS,NSE
NECCLTD,NECCLTD.NS,NSE
NECLIFE,NECLIFE.NS,NSE
NELCAST,NELCAST.NS,NSE
NELCO,NELCO.NS,NSE
NEOGEN,NEOGEN.NS,NSE
NESCO,NESCO.NS,NSE
